TimeStamp (ms); Total Power (W); CPU (W); Monitor (W); Disk (W); Base (W); Application (W)
63476249467658;31,9;0,3;--;0,0;31,6;--
63476249468787;32,1;0,6;--;0,0;31,6;--
63476249469845;31,6;0,0;--;0,0;31,6;--
63476249470920;31,7;0,1;--;0,0;31,6;--
63476249471972;31,9;0,4;--;0,0;31,6;--
63476249473086;31,8;0,2;--;0,0;31,6;--
63476249474150;32,8;1,3;--;0,0;31,6;--
63476249475248;34,7;3,1;--;0,0;31,6;--
63476249476308;31,6;0,0;--;0,0;31,6;--
63476249477362;35,2;3,6;--;0,0;31,6;--
63476249478374;31,6;0,0;--;0,0;31,6;--
63476249479388;31,6;0,0;--;0,0;31,6;--
63476249480403;31,8;0,2;--;0,0;31,6;--
63476249481416;32,7;1,1;--;0,0;31,6;--
63476249482511;31,6;0,0;--;0,0;31,6;--
63476249483546;32,8;1,2;--;0,0;31,6;--
63476249484692;32,4;0,9;--;0,0;31,6;--
63476249485833;32,2;0,7;--;0,0;31,6;--
63476249486847;32,3;0,8;--;0,0;31,6;--
63476249487860;32,5;0,9;--;0,0;31,6;--
63476249488874;31,6;0,1;--;0,0;31,6;--
63476249489997;33,7;2,2;--;0,0;31,6;--
63476249491013;31,7;0,1;--;0,0;31,6;--
63476249492119;33,0;1,4;--;0,0;31,6;--
63476249493168;31,6;0,0;--;0,0;31,6;--
63476249494308;32,4;0,9;--;0,0;31,6;--
63476249495316;31,6;0,1;--;0,0;31,6;--
63476249496346;34,3;2,7;--;0,0;31,6;--
63476249497455;31,6;0,0;--;0,0;31,6;--
63476249498469;33,5;2,0;--;0,0;31,6;--
63476249499482;31,9;0,3;--;0,0;31,6;--
63476249500577;31,6;0,0;--;0,0;31,6;--
63476249501689;33,2;1,7;--;0,0;31,6;--
63476249502745;31,6;0,0;--;0,0;31,6;--
63476249503757;32,0;0,5;--;0,0;31,6;--
63476249504771;32,3;0,8;--;0,0;31,6;--
63476249505897;33,9;2,4;--;0,0;31,6;--
63476249506909;31,6;0,0;--;0,0;31,6;--
63476249508047;34,1;2,6;--;0,0;31,6;--
63476249509175;31,6;0,0;--;0,0;31,6;--
63476249510199;31,8;0,3;--;0,0;31,6;--
63476249511213;32,2;0,7;--;0,0;31,6;--
63476249512236;32,3;0,8;--;0,0;31,6;--
63476249513384;32,4;0,9;--;0,0;31,6;--
63476249514412;32,9;1,4;--;0,0;31,6;--
63476249515524;31,6;0,0;--;0,0;31,6;--
63476249516534;34,9;3,3;--;0,0;31,6;--
63476249517546;31,8;0,3;--;0,0;31,6;--
63476249518670;31,6;0,0;--;0,0;31,6;--
63476249519716;31,6;0,0;--;0,0;31,6;--
63476249520824;32,6;1,1;--;0,0;31,6;--
63476249521883;31,6;0,0;--;0,0;31,6;--
63476249522953;34,6;3,0;--;0,0;31,6;--
63476249523999;31,6;0,0;--;0,0;31,6;--
63476249525038;36,7;5,2;--;0,0;31,6;--
63476249526128;31,6;0,0;--;0,0;31,6;--
63476249527142;36,3;4,7;--;0,0;31,6;--
63476249528154;31,6;0,0;--;0,0;31,6;--
63476249529278;31,6;0,0;--;0,0;31,6;--
63476249530291;32,0;0,4;--;0,0;31,6;--
63476249531415;34,0;2,4;--;0,0;31,6;--
63476249532495;31,6;0,0;--;0,0;31,6;--
63476249533538;34,2;2,6;--;0,0;31,6;--
63476249534550;31,6;0,0;--;0,0;31,6;--
63476249535614;31,6;0,0;--;0,0;31,6;--
63476249536725;32,8;1,2;--;0,0;31,6;--
63476249537765;32,9;1,3;--;0,0;31,6;--
63476249538849;31,6;0,0;--;0,0;31,6;--
63476249539888;33,0;1,5;--;0,0;31,6;--
63476249540934;31,6;0,0;--;0,0;31,6;--
63476249542023;35,7;4,1;--;0,0;31,6;--
63476249543037;32,1;0,5;--;0,0;31,6;--
63476249544051;31,6;0,0;--;0,0;31,6;--
63476249545174;33,2;1,6;--;0,0;31,6;--
63476249546188;31,6;0,0;--;0,0;31,6;--
63476249547330;34,3;2,8;--;0,0;31,6;--
63476249548343;32,0;0,4;--;0,0;31,6;--
63476249549450;31,6;0,0;--;0,0;31,6;--
63476249550462;34,6;3,0;--;0,0;31,6;--
63476249551478;31,6;0,0;--;0,0;31,6;--
63476249552622;31,6;0,0;--;0,0;31,6;--
63476249553663;32,8;1,2;--;0,0;31,6;--
63476249554706;31,6;0,0;--;0,0;31,6;--
63476249555783;34,5;2,9;--;0,0;31,6;--
63476249556796;31,6;0,0;--;0,0;31,6;--
63476249557926;34,1;2,6;--;0,0;31,6;--
63476249558934;31,7;0,1;--;0,0;31,6;--
63476249559948;32,3;0,7;--;0,0;31,6;--
63476249560961;32,1;0,6;--;0,0;31,6;--
63476249562085;33,8;2,3;--;0,0;31,6;--
63476249563208;31,6;0,0;--;0,0;31,6;--
63476249564256;31,6;0,0;--;0,0;31,6;--
63476249565346;32,6;1,0;--;0,0;31,6;--
63476249566374;34,4;2,9;--;0,0;31,6;--
63476249567439;31,6;0,0;--;0,0;31,6;--
63476249568536;33,5;1,9;--;0,0;31,6;--
63476249569541;31,6;0,0;--;0,0;31,6;--
63476249570555;34,8;3,2;--;0,0;31,6;--
63476249571703;31,6;0,0;--;0,0;31,6;--
63476249572725;32,8;1,2;--;0,0;31,6;--
63476249573763;31,6;0,0;--;0,0;31,6;--
63476249574848;32,7;1,1;--;0,0;31,6;--
63476249575860;32,0;0,4;--;0,0;31,6;--
63476249576998;34,1;2,5;--;0,0;31,6;--
63476249578012;31,7;0,1;--;0,0;31,6;--
63476249579026;32,3;0,7;--;0,0;31,6;--
63476249580080;31,6;0,0;--;0,0;31,6;--
63476249581134;34,8;3,2;--;0,0;31,6;--
63476249582146;31,6;0,0;--;0,0;31,6;--
63476249583302;31,8;0,2;--;0,0;31,6;--
63476249584347;31,6;0,0;--;0,0;31,6;--
63476249585454;34,6;3,0;--;0,0;31,6;--
63476249586467;32,1;0,6;--;0,0;31,6;--
63476249587580;31,6;0,0;--;0,0;31,6;--
63476249588589;31,7;0,2;--;0,0;31,6;--
63476249589605;32,5;0,9;--;0,0;31,6;--
63476249590744;32,3;0,7;--;0,0;31,6;--
63476249591757;32,4;0,9;--;0,0;31,6;--
63476249592812;32,5;0,9;--;0,0;31,6;--
63476249593893;31,6;0,0;--;0,0;31,6;--
63476249594907;32,3;0,8;--;0,0;31,6;--
63476249595922;32,1;0,6;--;0,0;31,6;--
63476249597031;33,8;2,3;--;0,0;31,6;--
63476249598093;31,6;0,0;--;0,0;31,6;--
63476249599182;35,6;4,0;--;0,0;31,6;--
63476249600195;31,6;0,0;--;0,0;31,6;--
63476249601320;35,4;3,9;--;0,0;31,6;--
63476249602333;31,6;0,0;--;0,0;31,6;--
63476249603362;32,2;0,6;--;0,0;31,6;--
63476249604508;31,6;0,0;--;0,0;31,6;--
63476249605630;31,6;0,0;--;0,0;31,6;--
63476249606638;32,2;0,7;--;0,0;31,6;--
63476249607671;32,7;1,2;--;0,0;31,6;--
63476249608794;31,6;0,0;--;0,0;31,6;--
63476249609812;31,8;0,3;--;0,0;31,6;--
63476249610820;32,6;1,0;--;0,0;31,6;--
63476249611943;32,2;0,6;--;0,0;31,6;--
63476249613022;31,8;0,2;--;0,0;31,6;--
63476249614102;33,5;2,0;--;0,0;31,6;--
63476249615109;33,4;1,9;--;0,0;31,6;--
63476249616123;31,6;0,0;--;0,0;31,6;--
63476249617247;31,6;0,0;--;0,0;31,6;--
63476249618279;32,9;1,3;--;0,0;31,6;--
63476249619290;31,6;0,0;--;0,0;31,6;--
63476249620399;33,4;1,8;--;0,0;31,6;--
63476249621461;31,6;0,0;--;0,0;31,6;--
63476249622551;36,3;4,7;--;0,0;31,6;--
63476249623645;31,6;0,0;--;0,0;31,6;--
63476249624712;33,6;2,1;--;0,0;31,6;--
63476249625718;31,8;0,2;--;0,0;31,6;--
63476249626832;31,6;0,0;--;0,0;31,6;--
63476249627879;31,6;0,0;--;0,0;31,6;--
63476249628919;32,5;0,9;--;0,0;31,6;--
63476249629931;31,7;0,1;--;0,0;31,6;--
63476249631024;33,8;2,3;--;0,0;31,6;--
63476249632036;31,6;0,0;--;0,0;31,6;--
63476249633175;34,2;2,7;--;0,0;31,6;--
63476249634189;31,6;0,0;--;0,0;31,6;--
63476249635300;32,1;0,5;--;0,0;31,6;--
63476249636360;32,5;0,9;--;0,0;31,6;--
63476249637439;35,6;4,0;--;0,0;31,6;--
63476249638447;32,0;0,5;--;0,0;31,6;--
63476249639476;31,6;0,0;--;0,0;31,6;--
63476249640602;31,6;0,0;--;0,0;31,6;--
63476249641653;33,1;1,5;--;0,0;31,6;--
63476249642730;31,7;0,1;--;0,0;31,6;--
63476249643769;32,1;0,6;--;0,0;31,6;--
63476249644814;32,4;0,9;--;0,0;31,6;--
63476249645911;32,1;0,5;--;0,0;31,6;--
63476249646949;33,1;1,5;--;0,0;31,6;--
63476249648028;32,3;0,8;--;0,0;31,6;--
63476249649080;31,7;0,2;--;0,0;31,6;--
63476249650085;32,8;1,2;--;0,0;31,6;--
63476249651145;31,6;0,0;--;0,0;31,6;--
63476249652238;32,5;0,9;--;0,0;31,6;--
63476249653285;31,6;0,0;--;0,0;31,6;--
63476249654344;33,3;1,8;--;0,0;31,6;--
63476249655357;31,6;0,0;--;0,0;31,6;--
63476249656396;33,7;2,2;--;0,0;31,6;--
63476249657543;31,6;0,0;--;0,0;31,6;--
63476249658590;31,6;0,0;--;0,0;31,6;--
63476249659686;33,0;1,4;--;0,0;31,6;--
63476249660711;32,7;1,2;--;0,0;31,6;--
63476249661757;31,6;0,0;--;0,0;31,6;--
63476249662799;32,1;0,5;--;0,0;31,6;--
63476249663852;32,1;0,5;--;0,0;31,6;--
63476249664985;32,6;1,0;--;0,0;31,6;--
63476249666047;31,8;0,2;--;0,0;31,6;--
63476249667106;33,9;2,4;--;0,0;31,6;--
63476249668118;32,3;0,7;--;0,0;31,6;--
63476249669132;31,6;0,0;--;0,0;31,6;--
63476249670271;31,6;0,0;--;0,0;31,6;--
63476249671302;36,9;5,3;--;0,0;31,6;--
63476249672415;31,6;0,0;--;0,0;31,6;--
63476249673422;33,3;1,7;--;0,0;31,6;--
63476249674476;31,6;0,0;--;0,0;31,6;--
63476249675585;32,3;0,8;--;0,0;31,6;--
63476249676589;31,6;0,0;--;0,0;31,6;--
63476249677714;33,2;1,6;--;0,0;31,6;--
63476249678727;33,1;1,5;--;0,0;31,6;--
63476249679759;32,7;1,2;--;0,0;31,6;--
63476249680882;31,6;0,0;--;0,0;31,6;--
63476249681910;32,6;1,0;--;0,0;31,6;--
63476249683010;31,6;0,0;--;0,0;31,6;--
63476249684034;32,2;0,6;--;0,0;31,6;--
63476249685045;32,3;0,8;--;0,0;31,6;--
63476249686061;32,5;1,0;--;0,0;31,6;--
63476249687183;31,6;0,0;--;0,0;31,6;--
63476249688246;31,8;0,2;--;0,0;31,6;--
63476249689336;32,8;1,2;--;0,0;31,6;--
63476249690383;32,8;1,2;--;0,0;31,6;--
63476249691394;34,1;2,6;--;0,0;31,6;--
63476249692503;32,1;0,6;--;0,0;31,6;--
63476249693547;31,6;0,0;--;0,0;31,6;--
63476249694639;32,9;1,3;--;0,0;31,6;--
63476249695734;31,6;0,1;--;0,0;31,6;--
63476249696800;34,9;3,3;--;0,0;31,6;--
63476249697856;31,6;0,0;--;0,0;31,6;--
63476249698920;32,7;1,2;--;0,0;31,6;--
63476249699927;31,9;0,3;--;0,0;31,6;--
63476249700944;32,4;0,8;--;0,0;31,6;--
63476249701957;32,4;0,9;--;0,0;31,6;--
63476249703096;32,2;0,6;--;0,0;31,6;--
63476249704108;32,3;0,8;--;0,0;31,6;--
63476249705248;31,7;0,2;--;0,0;31,6;--
63476249706261;31,7;0,2;--;0,0;31,6;--
63476249707389;31,9;0,4;--;0,0;31,6;--
63476249708414;31,6;0,0;--;0,0;31,6;--
63476249709511;32,1;0,6;--;0,0;31,6;--
63476249710573;31,6;0,0;--;0,0;31,6;--
63476249711630;32,4;0,8;--;0,0;31,6;--
63476249712695;33,5;2,0;--;0,0;31,6;--
63476249713702;31,6;0,0;--;0,0;31,6;--
63476249714812;33,7;2,1;--;0,0;31,6;--
63476249715845;31,6;0,0;--;0,0;31,6;--
63476249716853;34,8;3,3;--;0,0;31,6;--
63476249717999;31,6;0,0;--;0,0;31,6;--
63476249719046;33,0;1,4;--;0,0;31,6;--
63476249720075;31,6;0,0;--;0,0;31,6;--
63476249721161;33,9;2,3;--;0,0;31,6;--
63476249722174;31,6;0,0;--;0,0;31,6;--
63476249723189;35,3;3,8;--;0,0;31,6;--
63476249724296;31,6;0,0;--;0,0;31,6;--
63476249725308;31,8;0,3;--;0,0;31,6;--
63476249726452;36,0;4,4;--;0,0;31,6;--
63476249727461;31,6;0,0;--;0,0;31,6;--
63476249728588;31,6;0,0;--;0,0;31,6;--
63476249729648;32,5;0,9;--;0,0;31,6;--
63476249730663;32,8;1,2;--;0,0;31,6;--
63476249731752;31,6;0,0;--;0,0;31,6;--
63476249732766;33,8;2,2;--;0,0;31,6;--
63476249733894;31,6;0,0;--;0,0;31,6;--
63476249734920;35,4;3,9;--;0,0;31,6;--
63476249735932;31,6;0,0;--;0,0;31,6;--
63476249737072;31,6;0,0;--;0,0;31,6;--
63476249738136;31,9;0,4;--;0,0;31,6;--
63476249739194;34,4;2,9;--;0,0;31,6;--
63476249740206;31,6;0,0;--;0,0;31,6;--
63476249741224;35,2;3,6;--;0,0;31,6;--
63476249742235;31,6;0,0;--;0,0;31,6;--
63476249743362;32,1;0,6;--;0,0;31,6;--
63476249744422;31,9;0,3;--;0,0;31,6;--
63476249745511;34,9;3,3;--;0,0;31,6;--
63476249746524;32,4;0,8;--;0,0;31,6;--
63476249747558;31,6;0,0;--;0,0;31,6;--
63476249748681;31,6;0,0;--;0,0;31,6;--
63476249749785;31,6;0,0;--;0,0;31,6;--
63476249750799;34,7;3,1;--;0,0;31,6;--
63476249751829;32,0;0,5;--;0,0;31,6;--
63476249752844;31,6;0,0;--;0,0;31,6;--
63476249753919;31,6;0,0;--;0,0;31,6;--
63476249754933;34,0;2,5;--;0,0;31,6;--
63476249756013;31,6;0,0;--;0,0;31,6;--
63476249757071;32,0;0,4;--;0,0;31,6;--
63476249758115;32,6;1,1;--;0,0;31,6;--
63476249759238;32,3;0,7;--;0,0;31,6;--
63476249760252;31,6;0,0;--;0,0;31,6;--
63476249761440;33,9;2,3;--;0,0;31,6;--
63476249762486;33,4;1,8;--;0,0;31,6;--
63476249763564;31,6;0,0;--;0,0;31,6;--
63476249764576;31,6;0,0;--;0,0;31,6;--
63476249765701;33,3;1,7;--;0,0;31,6;--
63476249766728;33,0;1,5;--;0,0;31,6;--
63476249767791;31,6;0,0;--;0,0;31,6;--
63476249768871;33,0;1,5;--;0,0;31,6;--
63476249769940;31,6;0,0;--;0,0;31,6;--
63476249770988;35,1;3,5;--;0,0;31,6;--
63476249772023;31,6;0,0;--;0,0;31,6;--
63476249773029;32,4;0,9;--;0,0;31,6;--
63476249774175;31,6;0,0;--;0,0;31,6;--
63476249775233;34,7;3,1;--;0,0;31,6;--
63476249776268;31,6;0,0;--;0,0;31,6;--
63476249777273;33,4;1,8;--;0,0;31,6;--
63476249778286;32,1;0,6;--;0,0;31,6;--
63476249779300;31,6;0,0;--;0,0;31,6;--
63476249780314;31,8;0,2;--;0,0;31,6;--
63476249781438;33,8;2,3;--;0,0;31,6;--
63476249782452;32,0;0,4;--;0,0;31,6;--
63476249783591;31,6;0,0;--;0,0;31,6;--
63476249784605;31,8;0,2;--;0,0;31,6;--
63476249785619;32,7;1,1;--;0,0;31,6;--
63476249786633;32,1;0,5;--;0,0;31,6;--
63476249787757;33,6;2,0;--;0,0;31,6;--
63476249788816;31,6;0,0;--;0,0;31,6;--
63476249789862;34,2;2,6;--;0,0;31,6;--
63476249790876;31,6;0,0;--;0,0;31,6;--
63476249791893;33,0;1,4;--;0,0;31,6;--
63476249793028;31,6;0,0;--;0,0;31,6;--
63476249794058;32,5;0,9;--;0,0;31,6;--
63476249795072;32,0;0,5;--;0,0;31,6;--
63476249796181;31,6;0,0;--;0,0;31,6;--
63476249797193;31,8;0,3;--;0,0;31,6;--
63476249798333;33,8;2,2;--;0,0;31,6;--
63476249799378;31,6;0,0;--;0,0;31,6;--
63476249800502;33,7;2,1;--;0,0;31,6;--
63476249801537;31,6;0,0;--;0,0;31,6;--
63476249802672;33,4;1,8;--;0,0;31,6;--
63476249803706;31,6;0,0;--;0,0;31,6;--
63476249804807;34,5;3,0;--;0,0;31,6;--
63476249805871;31,6;0,0;--;0,0;31,6;--
63476249806885;34,4;2,8;--;0,0;31,6;--
63476249807975;31,6;0,0;--;0,0;31,6;--
63476249808989;31,6;0,0;--;0,0;31,6;--
63476249810143;32,5;1,0;--;0,0;31,6;--
63476249811165;32,5;1,0;--;0,0;31,6;--
63476249812294;32,7;1,2;--;0,0;31,6;--
63476249813309;33,2;1,7;--;0,0;31,6;--
63476249814322;31,6;0,0;--;0,0;31,6;--
63476249815415;33,4;1,8;--;0,0;31,6;--
63476249816478;31,6;0,0;--;0,0;31,6;--
63476249817568;35,9;4,3;--;0,0;31,6;--
63476249818618;31,6;0,0;--;0,0;31,6;--
63476249819646;32,6;1,0;--;0,0;31,6;--
63476249820736;31,9;0,3;--;0,0;31,6;--
63476249821757;33,6;2,1;--;0,0;31,6;--
63476249822762;31,6;0,0;--;0,0;31,6;--
63476249823873;33,8;2,3;--;0,0;31,6;--
63476249824885;31,6;0,0;--;0,0;31,6;--
63476249825913;31,7;0,1;--;0,0;31,6;--
63476249827028;31,6;0,0;--;0,0;31,6;--
63476249828051;33,2;1,6;--;0,0;31,6;--
63476249829163;31,6;0,0;--;0,0;31,6;--
63476249830196;32,0;0,4;--;0,0;31,6;--
63476249831346;33,9;2,4;--;0,0;31,6;--
63476249832373;33,3;1,7;--;0,0;31,6;--
63476249833405;31,6;0,0;--;0,0;31,6;--
63476249834495;34,9;3,3;--;0,0;31,6;--
63476249835508;32,2;0,7;--;0,0;31,6;--
63476249836616;31,6;0,0;--;0,0;31,6;--
63476249837629;32,1;0,5;--;0,0;31,6;--
63476249838648;32,5;0,9;--;0,0;31,6;--
63476249839784;33,1;1,5;--;0,0;31,6;--
63476249840798;32,1;0,5;--;0,0;31,6;--
63476249841936;33,5;1,9;--;0,0;31,6;--
63476249842980;31,6;0,0;--;0,0;31,6;--
63476249844104;34,9;3,3;--;0,0;31,6;--
63476249845167;31,6;0,0;--;0,0;31,6;--
63476249846263;32,9;1,3;--;0,0;31,6;--
63476249847271;31,6;0,0;--;0,0;31,6;--
63476249848299;33,3;1,7;--;0,0;31,6;--
63476249849422;31,6;0,0;--;0,0;31,6;--
63476249850487;34,3;2,8;--;0,0;31,6;--
63476249851548;31,6;0,0;--;0,0;31,6;--
63476249852566;35,7;4,1;--;0,0;31,6;--
63476249853623;31,6;0,0;--;0,0;31,6;--
63476249854699;33,2;1,7;--;0,0;31,6;--
63476249855711;32,0;0,4;--;0,0;31,6;--
63476249856850;33,7;2,1;--;0,0;31,6;--
63476249857864;32,5;1,0;--;0,0;31,6;--
63476249858911;33,1;1,6;--;0,0;31,6;--
63476249859968;31,6;0,0;--;0,0;31,6;--
63476249861031;36,3;4,8;--;0,0;31,6;--
63476249862155;31,6;0,0;--;0,0;31,6;--
63476249863167;35,3;3,7;--;0,0;31,6;--
63476249864182;31,6;0,0;--;0,0;31,6;--
63476249865304;32,0;0,5;--;0,0;31,6;--
63476249866317;32,8;1,3;--;0,0;31,6;--
63476249867347;32,7;1,1;--;0,0;31,6;--
63476249868473;31,9;0,3;--;0,0;31,6;--
63476249869485;32,5;1,0;--;0,0;31,6;--
63476249870608;31,6;0,0;--;0,0;31,6;--
63476249871624;32,2;0,7;--;0,0;31,6;--
63476249872658;31,6;0,0;--;0,0;31,6;--
63476249873760;34,9;3,3;--;0,0;31,6;--
63476249874774;31,9;0,4;--;0,0;31,6;--
63476249875788;31,6;0,0;--;0,0;31,6;--
63476249876802;32,2;0,6;--;0,0;31,6;--
63476249877897;31,6;0,0;--;0,0;31,6;--
63476249878916;33,7;2,2;--;0,0;31,6;--
63476249879922;31,6;0,0;--;0,0;31,6;--
63476249881030;32,5;1,0;--;0,0;31,6;--
63476249882044;31,6;0,0;--;0,0;31,6;--
63476249883167;33,1;1,5;--;0,0;31,6;--
63476249884229;31,6;0,0;--;0,0;31,6;--
63476249885339;32,3;0,7;--;0,0;31,6;--
63476249886348;32,6;1,0;--;0,0;31,6;--
63476249887366;32,3;0,8;--;0,0;31,6;--
63476249888502;33,2;1,7;--;0,0;31,6;--
63476249889538;31,6;0,0;--;0,0;31,6;--
63476249890545;33,6;2,0;--;0,0;31,6;--
63476249891639;31,6;0,0;--;0,0;31,6;--
63476249892667;32,7;1,2;--;0,0;31,6;--
63476249893680;31,6;0,0;--;0,0;31,6;--
63476249894772;33,2;1,6;--;0,0;31,6;--
63476249895836;31,6;0,0;--;0,0;31,6;--
63476249896964;34,1;2,5;--;0,0;31,6;--
63476249898095;31,6;0,0;--;0,0;31,6;--
63476249899109;33,7;2,2;--;0,0;31,6;--
63476249900123;31,6;0,0;--;0,0;31,6;--
63476249901137;31,6;0,0;--;0,0;31,6;--
63476249902247;31,6;0,0;--;0,0;31,6;--
63476249903403;32,9;1,3;--;0,0;31,6;--
63476249904428;32,2;0,6;--;0,0;31,6;--
63476249905444;31,6;0,0;--;0,0;31,6;--
63476249906583;31,6;0,0;--;0,0;31,6;--
63476249907597;32,2;0,6;--;0,0;31,6;--
63476249908720;33,2;1,6;--;0,0;31,6;--
63476249909754;31,6;0,0;--;0,0;31,6;--
63476249910763;34,9;3,3;--;0,0;31,6;--
63476249911857;31,6;0,0;--;0,0;31,6;--
63476249912870;33,6;2,0;--;0,0;31,6;--
63476249914024;31,8;0,3;--;0,0;31,6;--
63476249915056;31,6;0,1;--;0,0;31,6;--
63476249916198;31,6;0,0;--;0,0;31,6;--
63476249917214;35,7;4,1;--;0,0;31,6;--
63476249918328;31,6;0,0;--;0,0;31,6;--
63476249919342;32,0;0,5;--;0,0;31,6;--
63476249920356;31,6;0,0;--;0,0;31,6;--
63476249921497;32,5;0,9;--;0,0;31,6;--
63476249922510;32,0;0,5;--;0,0;31,6;--
63476249923635;31,7;0,1;--;0,0;31,6;--
63476249924687;31,6;0,0;--;0,0;31,6;--
63476249925761;32,1;0,5;--;0,0;31,6;--
63476249926818;32,4;0,8;--;0,0;31,6;--
63476249927848;33,2;1,7;--;0,0;31,6;--
63476249928946;31,6;0,0;--;0,0;31,6;--
63476249929967;34,8;3,3;--;0,0;31,6;--
63476249931058;31,6;0,0;--;0,0;31,6;--
63476249932110;36,9;5,3;--;0,0;31,6;--
63476249933117;31,6;0,0;--;0,0;31,6;--
63476249934131;31,6;0,0;--;0,0;31,6;--
63476249935257;31,6;0,0;--;0,0;31,6;--
63476249936269;31,6;0,0;--;0,0;31,6;--
63476249937407;33,2;1,6;--;0,0;31,6;--
63476249938455;31,6;0,0;--;0,0;31,6;--
63476249939532;34,7;3,0;--;0,1;31,6;--
63476249940577;31,6;0,0;--;0,0;31,6;--
63476249941651;32,5;0,9;--;0,0;31,6;--
63476249942686;33,0;1,4;--;0,0;31,6;--
63476249943726;31,6;0,0;--;0,0;31,6;--
63476249944840;34,9;3,4;--;0,0;31,6;--
63476249945848;31,6;0,0;--;0,0;31,6;--
63476249946877;35,9;4,3;--;0,0;31,6;--
63476249947892;31,6;0,0;--;0,0;31,6;--
63476249948999;35,6;4,1;--;0,0;31,6;--
63476249950012;31,6;0,0;--;0,0;31,6;--
63476249951027;31,6;0,0;--;0,0;31,6;--
63476249952152;31,8;0,2;--;0,0;31,6;--
63476249953164;34,0;2,4;--;0,0;31,6;--
63476249954276;31,6;0,0;--;0,0;31,6;--
63476249955309;32,7;1,1;--;0,0;31,6;--
63476249956339;32,0;0,4;--;0,0;31,6;--
63476249957455;32,2;0,7;--;0,0;31,6;--
63476249958612;32,6;1,1;--;0,0;31,6;--
63476249959647;32,8;1,2;--;0,0;31,6;--
63476249960732;32,3;0,8;--;0,0;31,6;--
63476249961762;35,6;4,1;--;0,0;31,6;--
63476249962773;31,9;0,3;--;0,0;31,6;--
63476249963790;33,6;2,0;--;0,0;31,6;--
63476249964912;32,0;0,4;--;0,0;31,6;--
63476249965924;31,8;0,2;--;0,0;31,6;--
63476249967048;33,6;2,0;--;0,0;31,6;--
63476249968112;31,6;0,0;--;0,0;31,6;--
63476249969201;35,5;3,9;--;0,0;31,6;--
63476249970264;31,6;0,0;--;0,0;31,6;--
63476249971338;31,9;0,3;--;0,0;31,6;--
63476249972352;32,2;0,6;--;0,0;31,6;--
63476249973366;32,6;1,0;--;0,0;31,6;--
63476249974402;31,6;0,0;--;0,0;31,6;--
63476249975488;33,1;1,6;--;0,0;31,6;--
63476249976542;31,6;0,0;--;0,0;31,6;--
63476249977642;32,9;1,3;--;0,0;31,6;--
63476249978756;32,3;0,7;--;0,0;31,6;--
63476249979814;33,7;2,1;--;0,0;31,6;--
63476249980823;31,7;0,1;--;0,0;31,6;--
63476249981936;35,2;3,7;--;0,0;31,6;--
63476249982944;31,6;0,0;--;0,0;31,6;--
63476249983974;31,6;0,0;--;0,0;31,6;--
63476249985112;32,2;0,6;--;0,0;31,6;--
63476249986176;31,6;0,0;--;0,0;31,6;--
63476249987237;32,6;1,0;--;0,0;31,6;--
63476249988281;33,0;1,4;--;0,0;31,6;--
63476249989293;31,6;0,0;--;0,0;31,6;--
63476249990419;33,4;1,8;--;0,0;31,6;--
63476249991480;31,6;0,0;--;0,0;31,6;--
63476249992546;31,6;0,0;--;0,0;31,6;--
63476249993552;32,0;0,5;--;0,0;31,6;--
63476249994567;32,5;0,9;--;0,0;31,6;--
63476249995597;32,0;0,5;--;0,0;31,6;--
63476249996660;32,1;0,5;--;0,0;31,6;--
63476249997719;33,5;1,9;--;0,0;31,6;--
63476249998731;31,6;0,0;--;0,0;31,6;--
63476249999855;34,0;2,4;--;0,0;31,6;--
63476250000919;31,6;0,0;--;0,0;31,6;--
63476250002008;35,2;3,7;--;0,0;31,6;--
63476250003021;31,7;0,1;--;0,0;31,6;--
63476250004199;31,6;0,0;--;0,0;31,6;--
63476250005255;32,4;0,9;--;0,0;31,6;--
63476250006316;31,6;0,0;--;0,0;31,6;--
63476250007367;32,5;0,9;--;0,0;31,6;--
63476250008434;32,7;1,1;--;0,0;31,6;--
63476250009487;31,6;0,0;--;0,0;31,6;--
63476250010494;33,7;2,2;--;0,0;31,6;--
63476250011619;31,6;0,0;--;0,0;31,6;--
63476250012631;32,2;0,7;--;0,0;31,6;--
63476250013693;31,9;0,3;--;0,0;31,6;--
63476250014788;34,1;2,5;--;0,0;31,6;--
63476250015799;32,4;0,9;--;0,0;31,6;--
63476250016815;31,6;0,0;--;0,0;31,6;--
63476250017921;33,4;1,8;--;0,0;31,6;--
63476250018933;31,9;0,3;--;0,0;31,6;--
63476250019948;31,6;0,0;--;0,0;31,6;--
63476250021086;31,6;0,0;--;0,0;31,6;--
63476250022134;34,6;3,1;--;0,0;31,6;--
63476250023225;31,6;0,0;--;0,0;31,6;--
63476250024254;32,8;1,2;--;0,0;31,6;--
63476250025399;31,6;0,0;--;0,0;31,6;--
63476250026440;32,5;0,9;--;0,0;31,6;--
63476250027520;31,7;0,1;--;0,0;31,6;--
63476250028551;34,2;2,7;--;0,0;31,6;--
63476250029637;31,6;0,0;--;0,0;31,6;--
63476250030697;33,0;1,4;--;0,0;31,6;--
63476250031757;31,6;0,0;--;0,0;31,6;--
63476250032822;33,8;2,2;--;0,0;31,6;--
63476250033872;31,6;0,0;--;0,0;31,6;--
63476250034880;35,2;3,7;--;0,0;31,6;--
